mem,time,pr_drc_eof1,pr_drc_eof2,pr_drc_eof3,tos_tp_eof1,tos_tp_eof2,tos_tp_eof3,tos_io_eof1,tos_io_eof2,tos_io_eof3,tos_sao_eof1,tos_sao_eof2,tos_sao_eof3,tos_nao_eof1,tos_nao_eof2,tos_nao_eof3,tos_np_eof1,tos_np_eof2,tos_np_eof3,zg_tp_eof1,zg_tp_eof2,zg_tp_eof3,zg_io_eof1,zg_io_eof2,zg_io_eof3,zg_sao_eof1,zg_sao_eof2,zg_sao_eof3,zg_nao_eof1,zg_nao_eof2,zg_nao_eof3,zg_np_eof1,zg_np_eof2,zg_np_eof3,zg_caf_eof1,zg_caf_eof2,zg_caf_eof3
r1i1p1f2,1940-01-01,1.6825405581241863,-0.6270377490052005,-0.7122316608914424,-0.220704945033529,0.010576918269769883,0.3933881204423184,0.3647926884189805,-0.450494508607926,-0.5362519595276418,0.751478941001883,-0.07466915704354952,-2.2131497496763433,-2.226583442537911,1.17673994094425,-1.059463134830685,-0.9152556080546816,0.21021265679041135,0.01580560020047532,-0.22071820631521966,-0.18797442750373547,-0.5767686457700606,-0.49339106872947036,0.003673782200817874,0.22000013493268808,-0.33849643920662803,0.5054780173596211,-0.6473700022017499,0.14642333484275113,0.5593929787299177,0.921194233354845,0.23210137238285536,-1.5973655501564172,-0.5721609210880242,-0.8748859304092441,0.3441161647561562,-0.5658896659703185
r1i1p1f2,1940-02-01,1.5294926207948292,1.6716743588863299,-0.7144122260990879,-0.06760726363298797,-1.4693771767197137,0.7708910922269993,-0.5929706633555268,-0.6223346630976936,-0.663856104517963,-0.38717615566554553,-0.7355776363048148,-2.1248734301229084,-2.1656047104423966,0.9879478794827207,-1.0124391868967737,-1.2878918185131691,-0.07386328169759394,0.08266231343841843,-0.02822444260354897,-0.34841574586645835,2.1725235289182843,-0.2083934481397255,0.2905601129008754,0.43168707345367086,-0.4188102823919985,0.7850728244162404,-0.8554025990059388,-1.5295590091309366,2.025932745417698,-1.1888504522677705,0.40102716244647124,-0.7101054423720647,0.659879488069471,-1.2010764899208874,0.44970089563972915,-0.1797939434052606
r1i1p1f2,1940-03-01,0.7081725995701926,0.628889057712994,-0.6247090286513336,-0.26786296998064085,-0.9778442641889471,0.7904611449635428,0.6935650686451355,-0.3756360874448568,-0.8183159815588364,-1.8634914726058789,-1.486786776167851,0.32482177102770127,-2.3446505399159396,0.435533466537974,-1.2870028795022257,-1.103198716323638,0.6409309079808854,-0.010480896699556052,-1.4030229555867793,0.4168589745785708,-0.9877157044196849,-0.3568976658200159,-0.9582742721448104,-1.2251145864663815,-1.0413155576431448,1.192238008370065,0.2646706864986108,-1.8149001546945207,0.2247027891466587,-0.24073776599388758,-1.2122436142256383,1.3893319396193573,0.6479322236580329,-0.7031235364204691,0.4961441824008763,-0.7537991954809022
r1i1p1f2,1940-04-01,-0.8271419916977476,-1.1733600196744585,-1.433069686752945,-0.6633897789992997,-0.7171342217696799,0.5001412298349124,0.5619451208503999,-1.012898694549064,-0.5368070285428274,-0.7155580185732736,-1.269285015143937,1.423628417113763,-2.097053337021136,-0.22306779021753395,-1.1432625674896417,-1.1988465939545565,-0.1397586033303099,-0.5117475459098837,0.18357654574744933,-0.8798071393696266,0.11455649933880892,0.7748662860691903,0.792078209361505,0.4555090196146477,1.1216655399337572,0.5466969371756374,-0.009271420037191858,0.5939952092585971,2.0627463009635463,0.49359901775661447,0.7074441869735308,-1.082633731592005,0.5716425889882617,0.5508422450011793,1.2504575742586446,-1.5740758975853102
r1i1p1f2,1940-05-01,1.6883943772898504,-0.8894233839402341,0.2590706235064186,-0.41504740104639476,-0.5040112362961439,0.47061805846372123,-0.2884163946931055,0.37557251356159965,0.144757783417269,-0.8169404733365497,-0.7193635572266377,1.7206545342786848,-1.3717587277854657,-0.25088591300238006,-0.8154371159053961,-1.2646247142866556,-0.5919263864302802,-0.10363505386821403,0.9599994904784767,0.04007231393725652,0.5051811332989204,0.8128253012938501,0.41590038195790185,0.10368630914705643,-0.7914860761548487,-1.7921809933816697,0.2343770070966543,1.3549374821360072,-0.4737098106273885,0.0478286643852205,0.6959895417367635,-1.0494866499285556,0.7639753910278901,0.08821130162235148,0.05170232000655119,-1.450952298187145
r1i1p1f2,1940-06-01,-0.3755586292308749,0.3386165727596093,-0.028533099081566968,-0.397279265814291,-0.5647890621911017,1.031559592168106,-0.12954684916963422,0.5654244648774513,-1.011231045591926,-0.8749993884713858,0.1521182209480147,0.6862317094741277,-1.2252941433416893,0.16828508754863408,-1.4238565942331498,-0.06790443962887134,0.128122594893631,0.6742861442586675,-0.08966002788699218,0.8674294472500198,1.2215878847934711,0.46010195561086104,-1.084314552418172,1.1301704753740467,-1.6539724595332175,0.2474200820821394,-0.06313916086621033,-0.46920390302429493,-0.3323694178434244,-0.742854980165615,0.5071497928542907,0.48204552648135396,0.25912333204254456,0.04713799340506749,-1.5621286312191296,-0.05731758921409838
r1i1p1f2,1940-07-01,0.20988265396836503,-0.18402441605994366,0.1346130838970455,0.10204623210704375,-0.6035004885357769,1.2224360329681316,0.4646834207889648,0.4041528937249635,-0.7186063363593331,-0.4145952530495622,0.3868243420441551,0.3661106770894237,-0.7498990977223974,0.8687327174494899,0.06281714647118941,-0.4973141922168702,-1.1629601486439085,1.7661745186155853,-0.43111300403964165,-0.4352393620827101,1.6082486300170111,-0.6375075679430724,-0.9912320366774137,-1.4419701843772643,1.9463647765456435,-1.504010376242117,-1.767986717891481,0.06755776422305135,-0.030460562042266343,0.6727103665278621,0.047948049043234534,-0.0866971142519696,0.4709401608397009,1.4629995311889439,0.03092088493958139,0.44467879689065226
r1i1p1f2,1940-08-01,0.05039416036302531,-0.061945907733350715,0.039995698361520296,-0.12100290734382342,-0.3031896781844115,1.5895314265229659,0.36347136425277216,0.866506763409391,-1.2329377488605822,-0.36226506634180555,0.23194197458030671,0.3348863778497808,-1.028356414072452,0.2048906571426566,-0.541512527316291,-0.039047989168153004,-1.302823539649969,1.817600704069922,-0.7731057626466323,-0.2868541693024893,-1.384861189089202,-0.31140465613045953,2.3763982840733933,0.05735208996760497,-1.506786334818221,0.5639598978565713,0.7708950768296106,-0.8841994790829525,-0.367252254194517,-0.51634536581927,0.14453799365203174,0.11055498407150446,0.1892077883983221,-0.24736332570370936,1.676904895084104,-0.4346342957919539
r1i1p1f2,1940-09-01,-0.4068822557475414,0.21300249924797945,-0.024580420235306155,0.06493798270489366,-0.3941556185208705,1.8668101699435622,0.08973872476462263,1.06618050721015,-0.9764641604144455,-0.5057733310395892,0.47057358756003315,0.37037633226539407,-1.2669178771453282,-0.24023197635070692,-1.3604757994723116,-0.5831103616364143,-0.23228926424780102,0.5647346058224717,0.6139228181555124,0.4524537334533936,1.0425764709748455,0.04780617976986799,-1.0592604430527475,-0.29510759771145084,0.8371964703753292,-1.1341367825989923,-0.33799553111904623,0.15049088773841185,-0.5566515068917681,-0.8345079297025308,-0.41934208522705513,-0.11635567671457901,0.34377592559726233,-0.12398450932541873,-0.6659551529626695,0.3214832469175495
r1i1p1f2,1940-10-01,-0.30903972192517304,-0.29198173374662373,0.9252902269374399,0.2171812209663681,0.10859260863157688,1.8011952396308126,0.21429464943784488,1.3046139552335432,-1.2557594003137837,0.22076387917967213,0.7225028667419271,0.8164158396823187,-0.5640087531850404,-0.4044120805085474,-0.24372457975184392,-1.329872185919948,-0.21278498436252663,-0.7279756194847916,-0.829457592398481,0.2428492024197634,-1.9850239778647647,-0.06790320298578092,0.48544407049424154,0.7964116200285742,1.4708642257658522,0.7550814171875118,0.12147734617262355,1.287034746343667,1.4602219043393543,1.9322808877027047,-0.6730609262525737,0.25014192375078015,-0.6030621657369611,2.05475588902029,-1.4456755979435552,-0.3911395819819916
