mem,time,pr
r1i1p1f2,1949-10-01,117.39952729549259
r1i1p1f2,1949-11-01,113.86747984215617
r1i1p1f2,1949-12-01,8.396108126908075
r1i1p1f2,1950-01-01,3.7110368139110506
r1i1p1f2,1950-02-01,22.08113274537027
r1i1p1f2,1950-03-01,22.360011393902823
r1i1p1f2,1950-04-01,48.240219068247825
r1i1p1f2,1950-05-01,88.1139604956843
r1i1p1f2,1950-06-01,24.390280537772924
r1i1p1f2,1950-07-01,12.747934706567321
r1i1p1f2,1950-08-01,16.209160683501977
r1i1p1f2,1950-09-01,116.45415297243744
r1i1p1f2,1950-10-01,126.18194577516988
r1i1p1f2,1950-11-01,117.03065293841064
r1i1p1f2,1950-12-01,59.49094416573644
r1i1p1f2,1951-01-01,14.94909460307099
r1i1p1f2,1951-02-01,68.80054150242358
r1i1p1f2,1951-03-01,5.988523604173679
r1i1p1f2,1951-04-01,195.01221925020218
r1i1p1f2,1951-05-01,56.5376368467696
r1i1p1f2,1951-06-01,1.6949722357821884
r1i1p1f2,1951-07-01,12.367685098433867
r1i1p1f2,1951-08-01,24.35017918178346
r1i1p1f2,1951-09-01,52.098828193265945
r1i1p1f2,1951-10-01,173.202985804528
r1i1p1f2,1951-11-01,122.89634230546653
r1i1p1f2,1951-12-01,11.895033494511154
r1i1p1f2,1952-01-01,1.3861119992725435
r1i1p1f2,1952-02-01,26.773223050986417
r1i1p1f2,1952-03-01,32.36906563688535
r1i1p1f2,1952-04-01,64.8213847889565
r1i1p1f2,1952-05-01,45.8467269083485
r1i1p1f2,1952-06-01,2.8985219687456265
r1i1p1f2,1952-07-01,7.549852297233883
r1i1p1f2,1952-08-01,7.4254133709473535
r1i1p1f2,1952-09-01,68.52414080640301
r1i1p1f2,1952-10-01,116.3291432778351
r1i1p1f2,1952-11-01,118.96173027344048
r1i1p1f2,1952-12-01,42.096007807413116
r1i1p1f2,1953-01-01,15.39271772489883
r1i1p1f2,1953-02-01,29.63423312176019
r1i1p1f2,1953-03-01,5.989839648100315
r1i1p1f2,1953-04-01,85.90778312645853
r1i1p1f2,1953-05-01,115.23332751821727
r1i1p1f2,1953-06-01,3.8470472063636407
r1i1p1f2,1953-07-01,3.727462698589079
r1i1p1f2,1953-08-01,64.45375373004936
r1i1p1f2,1953-09-01,92.85834326874465
r1i1p1f2,1953-10-01,115.85114345652983
r1i1p1f2,1953-11-01,162.41283738054335
r1i1p1f2,1953-12-01,22.658271648106165
r1i1p1f2,1954-01-01,7.76578459481243
r1i1p1f2,1954-02-01,36.2956075463444
r1i1p1f2,1954-03-01,91.61000652238727
r1i1p1f2,1954-04-01,197.04064819961786
r1i1p1f2,1954-05-01,90.00079112593085
r1i1p1f2,1954-06-01,55.32309121917933
r1i1p1f2,1954-07-01,6.15872565904283
r1i1p1f2,1954-08-01,15.781556635920424
r1i1p1f2,1954-09-01,67.69926880951971
r1i1p1f2,1954-10-01,147.77476141462103
r1i1p1f2,1954-11-01,113.48269390873611
r1i1p1f2,1954-12-01,8.63201920146821
r1i1p1f2,1955-01-01,7.129584235372022
r1i1p1f2,1955-02-01,5.908286749036051
r1i1p1f2,1955-03-01,90.41843684390187
r1i1p1f2,1955-04-01,152.01039682142437
r1i1p1f2,1955-05-01,68.22755140601657
r1i1p1f2,1955-06-01,10.15123727847822
r1i1p1f2,1955-07-01,6.1221857999044005
r1i1p1f2,1955-08-01,19.996629138768185
r1i1p1f2,1955-09-01,97.26096724625677
r1i1p1f2,1955-10-01,168.7117986381054
r1i1p1f2,1955-11-01,151.88638761173934
r1i1p1f2,1955-12-01,86.0605568275787
r1i1p1f2,1956-01-01,35.45034772250801
r1i1p1f2,1956-02-01,0.3227725803753856
r1i1p1f2,1956-03-01,14.021406043320894
r1i1p1f2,1956-04-01,189.635437913239
r1i1p1f2,1956-05-01,22.16116878844332
r1i1p1f2,1956-06-01,4.297230352676706
r1i1p1f2,1956-07-01,33.023647981463
r1i1p1f2,1956-08-01,19.284751077066176
r1i1p1f2,1956-09-01,90.9078880213201
r1i1p1f2,1956-10-01,123.62897889688611
r1i1p1f2,1956-11-01,56.82003259425983
r1i1p1f2,1956-12-01,50.31997056794353
r1i1p1f2,1957-01-01,7.76850316033233
r1i1p1f2,1957-02-01,4.20842975290725
r1i1p1f2,1957-03-01,7.027200159063796
r1i1p1f2,1957-04-01,211.46156801842153
r1i1p1f2,1957-05-01,65.21720293094404
r1i1p1f2,1957-06-01,34.93113644071855
r1i1p1f2,1957-07-01,0.8354101143595472
r1i1p1f2,1957-08-01,53.4286551119294
r1i1p1f2,1957-09-01,162.42800024338067
r1i1p1f2,1957-10-01,203.57300690375268
r1i1p1f2,1957-11-01,112.41228820290416
r1i1p1f2,1957-12-01,79.03551069321111
r1i1p1f2,1958-01-01,6.616238799324492
r1i1p1f2,1958-02-01,3.045921835291665
r1i1p1f2,1958-03-01,88.57513249386102
r1i1p1f2,1958-04-01,50.3238114179112
r1i1p1f2,1958-05-01,46.98300447198562
r1i1p1f2,1958-06-01,23.673550022067502
r1i1p1f2,1958-07-01,1.9440630116150714
r1i1p1f2,1958-08-01,23.797462656511925
r1i1p1f2,1958-09-01,80.5325765395537
r1i1p1f2,1958-10-01,230.8428694261238
r1i1p1f2,1958-11-01,143.2093639159575
r1i1p1f2,1958-12-01,53.05767323006876
r1i1p1f2,1959-01-01,8.752367490524193
r1i1p1f2,1959-02-01,5.74417618336156
r1i1p1f2,1959-03-01,31.031265878118575
r1i1p1f2,1959-04-01,231.12814058549702
r1i1p1f2,1959-05-01,114.02407254790887
r1i1p1f2,1959-06-01,16.43945353862364
r1i1p1f2,1959-07-01,18.844546868058387
r1i1p1f2,1959-08-01,14.068990683881566
r1i1p1f2,1959-09-01,22.245072555961087
r1i1p1f2,1959-10-01,180.75911686755717
r1i1p1f2,1959-11-01,195.97132690250874
r1i1p1f2,1959-12-01,59.809459681855515
r1i1p1f2,1960-01-01,0.5827051682899764
r1i1p1f2,1960-02-01,10.684249665064272
r1i1p1f2,1960-03-01,58.30834867665544
r1i1p1f2,1960-04-01,38.823194860015064
r1i1p1f2,1960-05-01,47.356427216436714
r1i1p1f2,1960-06-01,3.841649326204788
r1i1p1f2,1960-07-01,31.001098570413888
r1i1p1f2,1960-08-01,6.104435954330256
r1i1p1f2,1960-09-01,94.48544669430703
r1i1p1f2,1960-10-01,92.42890861351043
r1i1p1f2,1960-11-01,125.05655048880726
r1i1p1f2,1960-12-01,49.696610315004364
r1i1p1f2,1961-01-01,16.05867249163566
r1i1p1f2,1961-02-01,12.897129269549623
r1i1p1f2,1961-03-01,112.83828103914857
r1i1p1f2,1961-04-01,84.62580456398427
r1i1p1f2,1961-05-01,47.477466717828065
r1i1p1f2,1961-06-01,2.544290135119809
r1i1p1f2,1961-07-01,6.141477018536534
r1i1p1f2,1961-08-01,101.79972600890324
r1i1p1f2,1961-09-01,130.6450649863109
r1i1p1f2,1961-10-01,135.35015695961192
r1i1p1f2,1961-11-01,99.71899178344756
r1i1p1f2,1961-12-01,63.369328662520275
r1i1p1f2,1962-01-01,29.661301299347542
r1i1p1f2,1962-02-01,25.591168901883066
r1i1p1f2,1962-03-01,67.07642891560681
r1i1p1f2,1962-04-01,84.29101458750665
r1i1p1f2,1962-05-01,17.663956199248787
r1i1p1f2,1962-06-01,26.34952892549336
r1i1p1f2,1962-07-01,13.14119615853997
r1i1p1f2,1962-08-01,59.86984301707707
r1i1p1f2,1962-09-01,113.63982944749296
r1i1p1f2,1962-10-01,148.0743492837064
r1i1p1f2,1962-11-01,113.24974405579269
r1i1p1f2,1962-12-01,7.2803178532922175
r1i1p1f2,1963-01-01,1.4457735200267052
r1i1p1f2,1963-02-01,19.993696559686214
r1i1p1f2,1963-03-01,63.867995428154245
r1i1p1f2,1963-04-01,87.57952647283673
r1i1p1f2,1963-05-01,49.696006189333275
r1i1p1f2,1963-06-01,8.93322704359889
r1i1p1f2,1963-07-01,3.3552634304214735
r1i1p1f2,1963-08-01,35.053865890949965
r1i1p1f2,1963-09-01,67.43139628088102
r1i1p1f2,1963-10-01,140.02546604024246
r1i1p1f2,1963-11-01,76.41474658157676
r1i1p1f2,1963-12-01,28.064144056406803
r1i1p1f2,1964-01-01,1.2676869248025469
r1i1p1f2,1964-02-01,35.52828252722975
r1i1p1f2,1964-03-01,81.3801906304434
r1i1p1f2,1964-04-01,145.7515574293211
r1i1p1f2,1964-05-01,86.82305112015456
r1i1p1f2,1964-06-01,5.899884192331228
r1i1p1f2,1964-07-01,2.660746064793784
r1i1p1f2,1964-08-01,33.18954381393269
r1i1p1f2,1964-09-01,143.87500227894634
r1i1p1f2,1964-10-01,214.23980053514242
r1i1p1f2,1964-11-01,224.12717901170254
r1i1p1f2,1964-12-01,93.13698287587613
r1i1p1f2,1965-01-01,1.6734932716644835
r1i1p1f2,1965-02-01,20.257801318075508
r1i1p1f2,1965-03-01,68.2645930792205
r1i1p1f2,1965-04-01,124.05420793220401
r1i1p1f2,1965-05-01,23.39004809909966
r1i1p1f2,1965-06-01,6.760442076483741
r1i1p1f2,1965-07-01,3.192141886756872
r1i1p1f2,1965-08-01,75.36460438859649
r1i1p1f2,1965-09-01,80.8485826710239
r1i1p1f2,1965-10-01,120.20868243416771
r1i1p1f2,1965-11-01,143.2819627225399
r1i1p1f2,1965-12-01,30.25117398938164
r1i1p1f2,1966-01-01,0.29041866721399856
r1i1p1f2,1966-02-01,22.989272559061646
r1i1p1f2,1966-03-01,69.02707762783393
r1i1p1f2,1966-04-01,72.88879161933437
r1i1p1f2,1966-05-01,229.5220363419503
r1i1p1f2,1966-06-01,10.20094681007322
r1i1p1f2,1966-07-01,21.169403931708075
r1i1p1f2,1966-08-01,4.445923415914876
r1i1p1f2,1966-09-01,42.899411811959
r1i1p1f2,1966-10-01,137.35672140028328
r1i1p1f2,1966-11-01,118.31596959382296
r1i1p1f2,1966-12-01,23.484345295582898
r1i1p1f2,1967-01-01,15.038608731993008
r1i1p1f2,1967-02-01,26.205896632745862
r1i1p1f2,1967-03-01,8.486797012301395
r1i1p1f2,1967-04-01,78.93316796980798
r1i1p1f2,1967-05-01,15.849178517237306
r1i1p1f2,1967-06-01,2.5749694723344874
r1i1p1f2,1967-07-01,4.66813447928871
r1i1p1f2,1967-08-01,21.362897101789713
r1i1p1f2,1967-09-01,50.131776777561754
r1i1p1f2,1967-10-01,145.7764403661713
r1i1p1f2,1967-11-01,44.30947790388018
r1i1p1f2,1967-12-01,46.25974911614321
r1i1p1f2,1968-01-01,14.533267352089752
r1i1p1f2,1968-02-01,30.911646559252404
r1i1p1f2,1968-03-01,35.49453415616881
r1i1p1f2,1968-04-01,79.56851832568645
r1i1p1f2,1968-05-01,98.48157550441101
r1i1p1f2,1968-06-01,3.9237791424966417
r1i1p1f2,1968-07-01,12.634153239196166
r1i1p1f2,1968-08-01,22.77456340380013
r1i1p1f2,1968-09-01,45.48045544652268
r1i1p1f2,1968-10-01,199.47130540385842
r1i1p1f2,1968-11-01,106.60085699055344
r1i1p1f2,1968-12-01,31.27336924080737
r1i1p1f2,1969-01-01,2.0053593865668518
r1i1p1f2,1969-02-01,6.448111383360811
r1i1p1f2,1969-03-01,82.53114747349173
r1i1p1f2,1969-04-01,148.89777603093535
r1i1p1f2,1969-05-01,88.8732977444306
r1i1p1f2,1969-06-01,9.97495956835337
r1i1p1f2,1969-07-01,3.915414294533548
r1i1p1f2,1969-08-01,24.405992598622106
r1i1p1f2,1969-09-01,22.976053616730496
r1i1p1f2,1969-10-01,55.36557458108291
r1i1p1f2,1969-11-01,145.8676834590733
r1i1p1f2,1969-12-01,5.138798923871946
r1i1p1f2,1970-01-01,5.972140958328964
r1i1p1f2,1970-02-01,14.893060375470668
r1i1p1f2,1970-03-01,19.590167053684127
r1i1p1f2,1970-04-01,43.654348875861615
r1i1p1f2,1970-05-01,25.59740150172729
r1i1p1f2,1970-06-01,0.11598967751069722
r1i1p1f2,1970-07-01,13.835609385569114
r1i1p1f2,1970-08-01,61.75009160069749
r1i1p1f2,1970-09-01,111.2011733930558
r1i1p1f2,1970-10-01,107.89321035845205
r1i1p1f2,1970-11-01,122.0208661397919
r1i1p1f2,1970-12-01,32.212458236608654
r1i1p1f2,1971-01-01,0.6318258151168266
r1i1p1f2,1971-02-01,4.008251870982349
r1i1p1f2,1971-03-01,53.374897671164945
r1i1p1f2,1971-04-01,75.32991352491081
r1i1p1f2,1971-05-01,91.04868607828394
r1i1p1f2,1971-06-01,33.88176826410927
r1i1p1f2,1971-07-01,1.0793494527206349
r1i1p1f2,1971-08-01,32.28690941759851
r1i1p1f2,1971-09-01,99.63115467689931
r1i1p1f2,1971-10-01,145.8157669985667
r1i1p1f2,1971-11-01,115.95262808259577
r1i1p1f2,1971-12-01,28.09242103539873
r1i1p1f2,1972-01-01,5.796662547800224
r1i1p1f2,1972-02-01,14.069920957263093
r1i1p1f2,1972-03-01,87.8018029150553
r1i1p1f2,1972-04-01,120.83475873805583
r1i1p1f2,1972-05-01,55.23561935406178
r1i1p1f2,1972-06-01,3.036121943296166
r1i1p1f2,1972-07-01,23.5622409672942
r1i1p1f2,1972-08-01,41.78081011050381
r1i1p1f2,1972-09-01,93.67956127971411
r1i1p1f2,1972-10-01,244.95725235901773
r1i1p1f2,1972-11-01,173.35972655564547
r1i1p1f2,1972-12-01,48.557005188195035
r1i1p1f2,1973-01-01,28.460689223720692
r1i1p1f2,1973-02-01,13.613255502423272
r1i1p1f2,1973-03-01,139.3316277069971
r1i1p1f2,1973-04-01,67.6327851251699
r1i1p1f2,1973-05-01,50.489690905669704
r1i1p1f2,1973-06-01,4.507226396526676
r1i1p1f2,1973-07-01,5.89393896079855
r1i1p1f2,1973-08-01,12.54150155436946
r1i1p1f2,1973-09-01,27.84220574540086
r1i1p1f2,1973-10-01,141.2742717540823
r1i1p1f2,1973-11-01,80.44428681023419
r1i1p1f2,1973-12-01,40.350530404248275
r1i1p1f2,1974-01-01,32.637526417966
r1i1p1f2,1974-02-01,118.40172274969518
r1i1p1f2,1974-03-01,36.49691749596968
r1i1p1f2,1974-04-01,103.39230846147984
r1i1p1f2,1974-05-01,76.74455409287475
r1i1p1f2,1974-06-01,13.973749737488106
r1i1p1f2,1974-07-01,21.403911875677295
r1i1p1f2,1974-08-01,37.088268832303584
r1i1p1f2,1974-09-01,124.71232144162059
r1i1p1f2,1974-10-01,167.00812526978552
r1i1p1f2,1974-11-01,184.92099456489086
r1i1p1f2,1974-12-01,67.93714234954678
r1i1p1f2,1975-01-01,7.583819141291315
r1i1p1f2,1975-02-01,2.685737128194887
r1i1p1f2,1975-03-01,124.3586165481247
r1i1p1f2,1975-04-01,26.72557593905367
r1i1p1f2,1975-05-01,92.87345741176978
r1i1p1f2,1975-06-01,11.869570123963058
r1i1p1f2,1975-07-01,5.279949354735436
r1i1p1f2,1975-08-01,56.906095042359084
r1i1p1f2,1975-09-01,23.917120008263737
r1i1p1f2,1975-10-01,117.02901312382892
r1i1p1f2,1975-11-01,64.96199016692117
r1i1p1f2,1975-12-01,23.286092199850827
r1i1p1f2,1976-01-01,14.889187504013535
r1i1p1f2,1976-02-01,1.4428482882067328
r1i1p1f2,1976-03-01,72.74049196857959
r1i1p1f2,1976-04-01,96.81678400374949
r1i1p1f2,1976-05-01,20.56038435548544
r1i1p1f2,1976-06-01,22.749273106455803
r1i1p1f2,1976-07-01,5.998687165993033
r1i1p1f2,1976-08-01,18.484123787493445
r1i1p1f2,1976-09-01,61.73129612579942
r1i1p1f2,1976-10-01,163.70279781986028
r1i1p1f2,1976-11-01,95.0380425201729
r1i1p1f2,1976-12-01,28.76111263758503
r1i1p1f2,1977-01-01,2.9609953053295612
r1i1p1f2,1977-02-01,37.59094288107008
r1i1p1f2,1977-03-01,97.15349291218445
r1i1p1f2,1977-04-01,144.80114390607923
r1i1p1f2,1977-05-01,124.2154192761518
r1i1p1f2,1977-06-01,9.320257231593132
r1i1p1f2,1977-07-01,28.07893295539543
r1i1p1f2,1977-08-01,24.291303724749014
r1i1p1f2,1977-09-01,42.68274223431945
r1i1p1f2,1977-10-01,136.20309471152723
r1i1p1f2,1977-11-01,70.58735098689795
r1i1p1f2,1977-12-01,25.58432997611817
r1i1p1f2,1978-01-01,8.134963843622245
r1i1p1f2,1978-02-01,21.165342663880438
r1i1p1f2,1978-03-01,2.547605567451683
r1i1p1f2,1978-04-01,192.38621508702636
r1i1p1f2,1978-05-01,62.2281547577586
r1i1p1f2,1978-06-01,5.147048759681638
r1i1p1f2,1978-07-01,5.450855410890654
r1i1p1f2,1978-08-01,49.25672400277108
r1i1p1f2,1978-09-01,126.2069478398189
r1i1p1f2,1978-10-01,176.13494410179555
r1i1p1f2,1978-11-01,144.8146754410118
r1i1p1f2,1978-12-01,4.094333541797823
r1i1p1f2,1979-01-01,0.31253647232460935
r1i1p1f2,1979-02-01,2.824435911315959
r1i1p1f2,1979-03-01,23.37769031873904
r1i1p1f2,1979-04-01,36.25589021248743
r1i1p1f2,1979-05-01,116.63072865922004
r1i1p1f2,1979-06-01,26.91078116185963
r1i1p1f2,1979-07-01,31.24466596345883
r1i1p1f2,1979-08-01,25.047060067299753
r1i1p1f2,1979-09-01,131.27968925982714
r1i1p1f2,1979-10-01,128.53501526406035
r1i1p1f2,1979-11-01,129.76980570238084
r1i1p1f2,1979-12-01,11.305411711509805
r1i1p1f2,1980-01-01,24.789373672683723
r1i1p1f2,1980-02-01,18.183199856139254
r1i1p1f2,1980-03-01,119.51626671943814
r1i1p1f2,1980-04-01,119.63204573839903
r1i1p1f2,1980-05-01,100.01944560790434
r1i1p1f2,1980-06-01,5.582338671956677
r1i1p1f2,1980-07-01,1.9764382403081981
r1i1p1f2,1980-08-01,27.63325872947462
r1i1p1f2,1980-09-01,82.8295616665855
r1i1p1f2,1980-10-01,143.11568577541038
r1i1p1f2,1980-11-01,138.2818672573194
r1i1p1f2,1980-12-01,6.972747851978056
r1i1p1f2,1981-01-01,13.182402157690376
r1i1p1f2,1981-02-01,6.115428145858459
r1i1p1f2,1981-03-01,73.9754076639656
r1i1p1f2,1981-04-01,116.77258252166212
r1i1p1f2,1981-05-01,25.05569078202825
r1i1p1f2,1981-06-01,4.730921351438155
r1i1p1f2,1981-07-01,16.982615715824068
r1i1p1f2,1981-08-01,7.675532360735815
r1i1p1f2,1981-09-01,47.88408038439229
r1i1p1f2,1981-10-01,229.81581680942327
r1i1p1f2,1981-11-01,76.3064612983726
r1i1p1f2,1981-12-01,14.47868776449468
r1i1p1f2,1982-01-01,27.236479707062244
r1i1p1f2,1982-02-01,33.191585645545274
r1i1p1f2,1982-03-01,29.543976683635265
r1i1p1f2,1982-04-01,159.54881021752954
r1i1p1f2,1982-05-01,56.06628727982752
r1i1p1f2,1982-06-01,5.286482504743617
r1i1p1f2,1982-07-01,7.624588489125017
r1i1p1f2,1982-08-01,17.764707552851178
r1i1p1f2,1982-09-01,139.45301924832165
r1i1p1f2,1982-10-01,103.29031840665266
r1i1p1f2,1982-11-01,61.81795452721417
r1i1p1f2,1982-12-01,27.428262811736204
r1i1p1f2,1983-01-01,1.379165772050328
r1i1p1f2,1983-02-01,25.287728081457317
r1i1p1f2,1983-03-01,67.86149996914901
r1i1p1f2,1983-04-01,133.51715449243784
r1i1p1f2,1983-05-01,101.22170441318303
r1i1p1f2,1983-06-01,3.3084809183492325
r1i1p1f2,1983-07-01,3.8960974980000174
r1i1p1f2,1983-08-01,16.049815229780506
r1i1p1f2,1983-09-01,103.9047057274729
r1i1p1f2,1983-10-01,171.0720591712743
r1i1p1f2,1983-11-01,111.89875937998295
r1i1p1f2,1983-12-01,32.30869204562623
r1i1p1f2,1984-01-01,1.6747260351621662
r1i1p1f2,1984-02-01,51.64633948006667
r1i1p1f2,1984-03-01,17.015977825212758
r1i1p1f2,1984-04-01,157.58898190688342
r1i1p1f2,1984-05-01,22.984180395724252
r1i1p1f2,1984-06-01,20.746801601490006
r1i1p1f2,1984-07-01,0.7449841637026111
r1i1p1f2,1984-08-01,64.70073881791905
r1i1p1f2,1984-09-01,94.78350821882486
r1i1p1f2,1984-10-01,183.62945434637368
r1i1p1f2,1984-11-01,144.89899529144168
r1i1p1f2,1984-12-01,49.067354964790866
r1i1p1f2,1985-01-01,32.24228937760927
r1i1p1f2,1985-02-01,19.328404893167317
r1i1p1f2,1985-03-01,35.13374445901718
r1i1p1f2,1985-04-01,105.41365575045347
r1i1p1f2,1985-05-01,34.364426956744865
r1i1p1f2,1985-06-01,1.827712409067317
r1i1p1f2,1985-07-01,0.3776982885938196
r1i1p1f2,1985-08-01,8.457428709516535
r1i1p1f2,1985-09-01,68.71545879403129
r1i1p1f2,1985-10-01,131.15999976871535
r1i1p1f2,1985-11-01,51.64816678734496
r1i1p1f2,1985-12-01,96.25253691338003
r1i1p1f2,1986-01-01,7.720167016668711
r1i1p1f2,1986-02-01,12.426235154271126
r1i1p1f2,1986-03-01,77.60467801708728
r1i1p1f2,1986-04-01,266.70743990689516
r1i1p1f2,1986-05-01,44.99186959583312
r1i1p1f2,1986-06-01,21.207163750659674
r1i1p1f2,1986-07-01,4.614400180435041
r1i1p1f2,1986-08-01,21.61253498343285
r1i1p1f2,1986-09-01,71.82134210597724
r1i1p1f2,1986-10-01,97.67374255461618
r1i1p1f2,1986-11-01,207.2444250807166
r1i1p1f2,1986-12-01,115.92084201984107
r1i1p1f2,1987-01-01,19.384932408866007
r1i1p1f2,1987-02-01,16.822281014174223
r1i1p1f2,1987-03-01,21.31029675656464
r1i1p1f2,1987-04-01,75.7775385864079
r1i1p1f2,1987-05-01,53.53453787975013
r1i1p1f2,1987-06-01,36.58690597512759
r1i1p1f2,1987-07-01,2.2555467363417847
r1i1p1f2,1987-08-01,39.64775442145765
r1i1p1f2,1987-09-01,53.57428884599358
r1i1p1f2,1987-10-01,190.5253540026024
r1i1p1f2,1987-11-01,123.89278190676123
r1i1p1f2,1987-12-01,33.82447258627508
r1i1p1f2,1988-01-01,0.7874384557908343
r1i1p1f2,1988-02-01,46.596675692126155
r1i1p1f2,1988-03-01,17.226966279849876
r1i1p1f2,1988-04-01,145.98953328095376
